image,caption
3195969533_98f5de0fab,three dogs in snow
3195969533_98f5de0fab,three dogs playing in deep snow outside
3195969533_98f5de0fab,three large dogs run around in white snow
248174959_2522871152,girl in red tshirt sitting on rock above clouds
248174959_2522871152,girl sits on side of large mountain with one leg hanging off
248174959_2522871152,woman in red shirt sitting on edge of cliff
248174959_2522871152,woman in red sitting on edge of steep rock
248174959_2522871152,woman in red shirt sitting on edge of high cliff
3016741474_72b4355198,couple hug each other while holding toy tiger
3016741474_72b4355198,couple hugs while holding plastic tiger
3016741474_72b4355198,couple with inflatable tiger
3016741474_72b4355198,couple posing with plastic orange and white tiger
3016741474_72b4355198,man dressed as safari hunter poses with woman and inflatable tiger toy
2469351714_d72becd21e,child leaping into air from sand dune near beach
2469351714_d72becd21e,girl jumping high off of sand
2469351714_d72becd21e,girl jumping on sand dune at ocean
2469351714_d72becd21e,young girl jumping in sand on beach
2469351714_d72becd21e,little girl jumps up into air with sand beneath
3431101934_99a6c55914,one little girl dressed in pink watches another also wearing some pink jump on trampoline
3431101934_99a6c55914,two girls jumping on trampoline in backyard
3431101934_99a6c55914,two girls in pink on trampoline one sitting and one jumping
3431101934_99a6c55914,two little girls on trampoline and playhouse behind them
3431101934_99a6c55914,two small girls jumping on outdoor trampoline in backyard
171488318_fb26af58e2,dog walking along some dry cracked earth
171488318_fb26af58e2,dog walking along cracked and ashen surface
171488318_fb26af58e2,dog walking on mud flats
171488318_fb26af58e2,dog walks across rocky ground
171488318_fb26af58e2,dog walks through some mud
3632197966_0c5061025f,dirt biker clears jump
3632197966_0c5061025f,dirt bikers traverse series of jumps
3632197966_0c5061025f,dirt bikes get airborne at racetrack
3632197966_0c5061025f,motorcyclist race on course
3632197966_0c5061025f,two people on dirt bikes jumping dirt ramps with several people in background
3518334317_bc40bae18d,man and woman walking away from outdoor market
3518334317_bc40bae18d,many people walking through rural shopping area
3518334317_bc40bae18d,men walking in middle eastern market
3518334317_bc40bae18d,several people move through long alleyway near parked motorized scooter
3518334317_bc40bae18d,two people walk under arch on city street
3535056297_e16f014cb7,bunch of people mainly men watching something
3535056297_e16f014cb7,group of people looking into distance
3535056297_e16f014cb7,group of several people standing around railing
3535056297_e16f014cb7,some young men stand holding railing with lot of other people
3535056297_e16f014cb7,three young men wearing hooded sweatshirts standing at bench
2055646179_169807fed4,boy holding hose next to man while another boy watches on held by woman
2055646179_169807fed4,child playing with water spout outdoors while rest of family watches
2055646179_169807fed4,man in orange shirt helping boy squirt water from hose into pond whilst woman and boy watch
2055646179_169807fed4,smiling family congregate around water spout in pasture
2055646179_169807fed4,young child plays with hose in field with another child and two adults
2226587791_66e29dd01d,baby swimming in pool held up by adult
2226587791_66e29dd01d,small baby with mouth open in green diaper being held in water
2226587791_66e29dd01d,young child being taught to swim in pool
2226587791_66e29dd01d,baby in water being held up by adult arms
2226587791_66e29dd01d,baby in water held by hands of person out of shot
242109387_e497277e07,boy bounces in inflatable playhouse
242109387_e497277e07,boy in blue shirt plays in jumping tent
242109387_e497277e07,boy jumping in moonwalk
242109387_e497277e07,kid takes flight inside multicolored balloon bounce house
242109387_e497277e07,young boy jumping in jumping castle
639865690_d66d480879,two boys playing with fake swords
639865690_d66d480879,two boys fighting with rattan sticks shaped like swords one standing other kneeling
639865690_d66d480879,two boys play swords in grass with rods
639865690_d66d480879,two boys play with large sticks in yard
639865690_d66d480879,two young boys swinging stick swords at each other in grass
3376942201_2c45d99237,two dogs barking in kitchen while person sits at table
3376942201_2c45d99237,two dogs waiting to be fed in kitchen
3376942201_2c45d99237,two dogs waiting with mouths open by person sat in dining room chair
3376942201_2c45d99237,two dogs bark at man in chair
3376942201_2c45d99237,two dogs begging partially seen person for food at kitchen table
3080891382_edf83dde18,child covers mouth as they whisper to friend
3080891382_edf83dde18,child in green winter clothes holding or hand up while two other children look at him or
3080891382_edf83dde18,three children dressed in heavy coats gloves and knit caps cover mouths
3080891382_edf83dde18,two children stand and whisper to each other as another looks on
3080891382_edf83dde18,two young children wearing wool caps and mitten covering mouths while whispering to each other
2831313661_1a328acb70,man gathers kite string on beach
2831313661_1a328acb70,man in brown striped shirt walking on beach with roll of string in hand
2831313661_1a328acb70,man wearing jean flying kite near shore
2831313661_1a328acb70,man with polo shirt and jeans happily flies kite
2831313661_1a328acb70,boy with cap holds kite string and spool while smiling
235074044_c1358888ed,crowd of people gathered in busy subway station
235074044_c1358888ed,crowd of people in subway
235074044_c1358888ed,crowd stands waiting for subway
235074044_c1358888ed,crowd waiting on main street subway platform for train
235074044_c1358888ed,group of people waiting to catch subway
3723690961_729dd5d617,man in pink shirt and white vest plays guitar
3723690961_729dd5d617,man in pink shirt playing guitar
3723690961_729dd5d617,man in white suit and pink shirt plays guitar
3723690961_729dd5d617,man wearing pants plays guitar while onstage
3723690961_729dd5d617,man in white and pink outfit holding guitar
381052465_722e00807b,firetruck fights fire
381052465_722e00807b,yellow firetruck parked next to fire with man on ladder pouring water on it
381052465_722e00807b,firefighters putting out big fire
381052465_722e00807b,fireman fighting fire
381052465_722e00807b,people putting out fire
3264650118_be7df266e7,man crosscountry skis on snowy path
3264650118_be7df266e7,man skies on snowy ground among trees
3264650118_be7df266e7,man skiing through wintry wooded area wearing red jacket
3264650118_be7df266e7,crosscountry skiers traveling through snowy forest
3264650118_be7df266e7,people hike in snow surrounded by trees
617038406_4092ee91dd,group of people gathering around bag of groceries
617038406_4092ee91dd,children look at statue of woman carrying grocery bag
617038406_4092ee91dd,children standing next to statue of old woman holding full paper bags
617038406_4092ee91dd,kids looking in old woman grocery paper bag
617038406_4092ee91dd,woman holding grocery bag as several children look into it
3313232606_4ce7e16b87,group of men in white shirts and dark shorts running on athletic field
3313232606_4ce7e16b87,group of people in matching uniforms jogging around track
3313232606_4ce7e16b87,group of soccer players run lap
3313232606_4ce7e16b87,team of men jog around orange cones
3313232606_4ce7e16b87,team of soccer players in white strips running around cones on sports field
1434005938_ad75c8598c,man carrying large backpack and looking over some green fields
1434005938_ad75c8598c,man wears backpack
1434005938_ad75c8598c,man with large hiking backpack outside
1434005938_ad75c8598c,person wearing blue backpack stands on field above scenic view
1434005938_ad75c8598c,person with backpack in field
3429391520_930b153f94,bicyclist catches some air
3429391520_930b153f94,helmeted boy on bike flies through air as he rides among dirt hills with river in background
3429391520_930b153f94,man doing stunt outside on bike
3429391520_930b153f94,bike rider doing high jump over hilly track water in background
3429391520_930b153f94,this helmeted person doing stunt on bicycle outdoors
1420060020_7a6984e2ea,boy wears ninja suit and strikes pose
1420060020_7a6984e2ea,child in black overall karate costume with red front and yellow bird on it attacking
1420060020_7a6984e2ea,masked person in fight stance
1420060020_7a6984e2ea,person in costume doing martial arts
1420060020_7a6984e2ea,person wearing black and red outfit and practicing combat
2169951750_495820a215,brown dog running across snowy ground
2169951750_495820a215,dog runs outside
2169951750_495820a215,greyish dog running in snow
2169951750_495820a215,pitbull running in snow
2169951750_495820a215,brown dog running through snow
1465666502_de289b3b9c,black dog swimming in green water with something in mouth
1465666502_de289b3b9c,black dog playing in river
1465666502_de289b3b9c,black dog wearing red collar dragging rope though river
1465666502_de289b3b9c,black dog with red collar retrieving stick from deep water
1465666502_de289b3b9c,black dog emerges from water having collected object in teeth
1299459562_ed0e064aee,three boys in baggy bathing suits play in splashing water in front of grey block wall
1299459562_ed0e064aee,three boys in size order getting wet next to wall
1299459562_ed0e064aee,three boys play in spray of water
1299459562_ed0e064aee,three boys playing in some water
1299459562_ed0e064aee,three shirtless boys playing in water
2423138514_950f79e432,two naked boys at pool
2423138514_950f79e432,two naked boys smiling and playing
2423138514_950f79e432,two naked children one with mark on chest
2423138514_950f79e432,two naked young boys play in water
2423138514_950f79e432,two young naked boys wet while one raises arm
3705688385_47651205d3,shirtless boy throwing something with sunlight low on water
3705688385_47651205d3,young boy in swimsuit throws rock into water
3705688385_47651205d3,young man throws something in water
3705688385_47651205d3,boy throwing something into ocean
3705688385_47651205d3,man making throwing motion while standing on shore
2888702775_0939a6680e,boy does skateboard trick in courtyard of european city
2888702775_0939a6680e,boy in brown shirt doing trick on skateboard
2888702775_0939a6680e,teen doing skateboard trick in front of building
2888702775_0939a6680e,young man does skateboard trick in public place
2888702775_0939a6680e,young man jumps high while riding skateboard
133189853_811de6ab2a,man wearing tuxedo shirt vest and bowtie kissing another man wearing same thing on cheek
133189853_811de6ab2a,man with shaved head kissing another man on cheek
133189853_811de6ab2a,one man in vest and tie plants kiss on cheek of another happy man
133189853_811de6ab2a,one man kissing another man on check and both in white shirts with black vests
133189853_811de6ab2a,one men laughing while being kissed on cheek by another man both men wearing formal wear
2512876666_9da03f9589,man and dog stand atop black ashy mountain range
2512876666_9da03f9589,man and dog stand on black rocky mountain
2512876666_9da03f9589,man taking picture of dog on dune
2512876666_9da03f9589,man with camera and dog on mound of gravel
2512876666_9da03f9589,dog standing on top of rocks next to man taking photograph
2051194177_fbeee211e3,big tan dog running threw shallow water with stick in mouth
2051194177_fbeee211e3,dog runs through water while holding stick in mouth
2051194177_fbeee211e3,golden retriever coming out of water carrying stick in mouth
2051194177_fbeee211e3,tan dog running through shallow water with stick in mouth
2051194177_fbeee211e3,wet dog carrying stick in mouth walking out of lake
2414986483_004936f84b,girl dances like man in costume
2414986483_004936f84b,little girl and man dancing
2414986483_004936f84b,man in black suit dances with young girl in plaid pants in outdoor plaza
2414986483_004936f84b,girl in pink top dancing with man dressed in blues brothers suit
2414986483_004936f84b,little girl dances with blues brothers impersonator
3389448506_7025e7cc12,dog runs toward camera tongee hanging out side of mouth
3389448506_7025e7cc12,dog gith golden fur runs in dhe park sun striking fur
3389448506_7025e7cc12,light colored dog with tongue hanging out of this mouth running on grass
3389448506_7025e7cc12,tan dog runs along grass
3389448506_7025e7cc12,dog plays in park
172097783_292c5413d8,boy wakeboarding on lake with one hand
172097783_292c5413d8,man wearing red life jacket waterskiing across bay
172097783_292c5413d8,surfer in blue shorts surfs over water
172097783_292c5413d8,young man dressed in blue swimming trunks and red life jacket waterskiing in blue lake
172097783_292c5413d8,boy in red vest and blue and white trunks on wakeboard
1095980313_3c94799968,little girl in blue swimsuit walking along wooden fence next to sandy beach
1095980313_3c94799968,little girl with arms outstretched posing at beach
1095980313_3c94799968,young girl walks on railing in front of beach
1095980313_3c94799968,little girl in blue swimsuit standing on handrail near beach
1095980313_3c94799968,little girl in blue bathing suit posing at beach
2460477085_088e25f857,man and two boys bouncing on trampoline
2460477085_088e25f857,man and two boys jump on trampoline
2460477085_088e25f857,man and two small boys jump on trampoline
2460477085_088e25f857,man and two young boys jump on trampoline
2460477085_088e25f857,three males jumping on trampoline outside
2752331711_cb18abba5a,man sits in camping chair near edge of rock face over body of water
2752331711_cb18abba5a,man sits in chair while holding large pole
2752331711_cb18abba5a,man sits on folding chair on big block of ice holding on to rope
2752331711_cb18abba5a,man sits on chair near edge of cliff fishing
2752331711_cb18abba5a,man hold pole in air while sitting close to cliffs edge
3558251719_3af5ae2d02,brown dog standing on back legs trying to reach something in mans hand
3558251719_3af5ae2d02,man and dog playing in field
3558251719_3af5ae2d02,man and dog stand in grass
3558251719_3af5ae2d02,man holding stick and playing with dog
3558251719_3af5ae2d02,man has dog on leash and appears to be teaching it to stand on hind legs
2649705487_4605e879e9,woman in yellow jogging
2649705487_4605e879e9,woman jogging on road by shoreline holding item up in air
2649705487_4605e879e9,woman jogs down rode near rocky shore
2649705487_4605e879e9,woman passing by shore
2649705487_4605e879e9,woman in yellow shirt jogged along coastline
510510783_b2cf5d57bb,girl by tree hanging upsidedown from swing
510510783_b2cf5d57bb,little girl hanging upside down from swing attached to tree
510510783_b2cf5d57bb,little girl with brown hair jeans and white polka dot shirt hangs upside down on swing in backyard
510510783_b2cf5d57bb,young child in polka dot shirt hangs upside down on tree swing
510510783_b2cf5d57bb,child hanging upside down from tree swing
2378127945_8dc9da82d7,dog jumping through air in open snow covered field
2378127945_8dc9da82d7,dog jumps over sand
2378127945_8dc9da82d7,little dog leaping through air over snowy field
2378127945_8dc9da82d7,black dog jumps through snowy field
2378127945_8dc9da82d7,there black dog jumping across sand
2447972568_1e9b287691,girl flies through air as man stands with arms outstretched
2447972568_1e9b287691,man throwing girl into air
2447972568_1e9b287691,man throws child into air
2447972568_1e9b287691,man tosses child in camouflage into air
2447972568_1e9b287691,man with closecropped haircut waiting to catch child that he has thrown into air
2602415701_7674eb19e4,group of kids jumping into swimming pool
2602415701_7674eb19e4,five boys in middle of air about to jump into pond
2602415701_7674eb19e4,five young boys in swim trunks jump into swimming pool at same time
2602415701_7674eb19e4,five young boys with only trunks on jumping into swimming pool
2602415701_7674eb19e4,kids jumping into pool
2448270671_5e0e391a80,brown dog leaping over fallen tree in woods
2448270671_5e0e391a80,brown dog with tongue sticking out jumping over log
2448270671_5e0e391a80,dog jumping over log with ears flying and tongue out
2448270671_5e0e391a80,dog leaps over log in woods
2448270671_5e0e391a80,dog with big ears leaping over fallen tree
2870426310_4d59795032,three little children in grassy yard running towards camera
2870426310_4d59795032,three little kids playing on yard
2870426310_4d59795032,three toddlers running towards camera in grassy yard
2870426310_4d59795032,three young children walking through grassy yard
2870426310_4d59795032,two little girls and one little boy running on grass
3495490064_8db40a83af,man just caught fish and it fiesty
3495490064_8db40a83af,man making foul face while handling fish beside lake
3495490064_8db40a83af,man scowling sitting in front of lake trying to catch flopping fish
3495490064_8db40a83af,man sits on grass trying to get hole of fish
3495490064_8db40a83af,man in jeans sitting by river with large fish
3576840040_9356b5b10a,bmx biker attempts trick off dirt bike
3576840040_9356b5b10a,dirt biker flying through air with motorcycle
3576840040_9356b5b10a,person in green and white suit does tricks midair on black bike
3576840040_9356b5b10a,person in green gear does trick in midair with motorcycle
3576840040_9356b5b10a,man performing trick on motorcycle high in air
3431860810_44277cd360,beige dog with collar looks on as brown dog swims in water
3431860810_44277cd360,curly coated dog looking at another dog in water
3431860810_44277cd360,curly haired dog standing on beach while staring at dog in deep water
3431860810_44277cd360,white curly haired dog wearing harness and watching another black and brown dog in water
3431860810_44277cd360,wooly dog on beach looks toward another dog in water
437404867_209625774d,woman sitting on sidewalk with cellphone at ear
437404867_209625774d,woman rests on curb of city street while talking on cellphone
437404867_209625774d,woman sits on curb while talking on cellphone
437404867_209625774d,woman sits on edge of sidewalk with garbage bin beside
437404867_209625774d,woman sits on curb talking on cellphone
2230067846_74046b89d3,children stretch outside
2230067846_74046b89d3,two boys hold feet in hands while balancing on one foot
2230067846_74046b89d3,two boys in running clothes stretching
2230067846_74046b89d3,two boys standing holding ankle of one crossed leg
2230067846_74046b89d3,two young man holding one leg in hand
3690189273_927d42ff43,female runner in race
3690189273_927d42ff43,woman athlete wearing orange and black running whilst carrying orange beverage bottle
3690189273_927d42ff43,woman in orange top and black shorts running
3690189273_927d42ff43,woman running race carrying plastic bottle
3690189273_927d42ff43,woman jogger
3195040792_a03954a19f,three dogs running down snow covered hill
3195040792_a03954a19f,three dogs in snow
3195040792_a03954a19f,three dogs jump run and play in snowy landscape
3195040792_a03954a19f,three dogs racing down snowy path together
3195040792_a03954a19f,three dogs running in snow
1956944011_c5661d3f22,child wearing white shirt hangs from playground equipment
1956944011_c5661d3f22,child in white on monkey bars while one in brown stands below
1956944011_c5661d3f22,two children playing on monkey bars
1956944011_c5661d3f22,two children playing on jungle gym
1956944011_c5661d3f22,two children playing on orange jungle gym in winter time
3515665835_22e6fb1193,dirt bike rider jumps in air
3515665835_22e6fb1193,man performs dirt bike stunt over sand
3515665835_22e6fb1193,motocross bike jumping through air between two lines of red tape
3515665835_22e6fb1193,person on dirt bike in midair making jump on dirt track
3515665835_22e6fb1193,motocross rider jumps high in air on bike
241346402_5c070a0c6d,man in baseball hat and sunglasses watching event in crowd
241346402_5c070a0c6d,man in blue hat watching something that happening off camera
241346402_5c070a0c6d,man in sunglasses and baseball cap stands beside tv cameraman in stadium full of people
241346402_5c070a0c6d,man in sunglasses and blue cap looking onward
241346402_5c070a0c6d,man in gray shirt has blue baseball cap on
2385744837_8780f6731a,boy in red jacket slides down ice
2385744837_8780f6731a,boy in red jacket and balck hat sliding on knees down snowy hill
2385744837_8780f6731a,child in red parka slides down snowy hill
2385744837_8780f6731a,child sliding in snow
2385744837_8780f6731a,little boy in red jacket sliding in snow
1865794069_6e3a1e57bb,blond boy with navy blue uniform kicks soccer ball in open field
1865794069_6e3a1e57bb,boy in all blue uniform kicks blue soccer ball in grassy area
1865794069_6e3a1e57bb,little boy playing soccer at field
1865794069_6e3a1e57bb,small child plays with ball while others relax and converse with one another
1865794069_6e3a1e57bb,young boy dressed in blue and white kicking soccer ball
3250593457_9049a73b61,child in striped dress and woman in black dress
3250593457_9049a73b61,little girl in striped dress has pink scarf
3250593457_9049a73b61,woman holding small child
3250593457_9049a73b61,woman with toddler in striped dress
3250593457_9049a73b61,woman holding baby girl wearing striped dress
3724487641_d2096f10e5,bunch of little boys in bathing trunks running
3724487641_d2096f10e5,two wet boys in swim trunks run
3724487641_d2096f10e5,two young boys competing in race
3724487641_d2096f10e5,two young boys in bathing suits walk
3724487641_d2096f10e5,young boys running along pavement
3380364224_2626d9d354,man on snow cover hill snowboarding
3380364224_2626d9d354,ski boarder making jump on snowy hillside
3380364224_2626d9d354,snowboarder in white coat in air after jump
3380364224_2626d9d354,snowboarder grabs board while midair
3380364224_2626d9d354,snowboarder in midair above snowy hill
1932314876_9cc46fd054,girl wearing blue top has feet in stream
1932314876_9cc46fd054,hiker puts feet in stream while wearing brown shoes
1932314876_9cc46fd054,man wearing blue shirt and shorts resting on rock soaking feet in rocky stream
1932314876_9cc46fd054,person sitting near smooth rocks on stream bed
1932314876_9cc46fd054,woman dressed in blue shirt plaid shorts and brown shoes soaking feet in rocky creek while sitting on towel
3537474810_cf676b3259,man in blue uniform kicking soccer ball down field
3537474810_cf676b3259,man in sports uniform kicking soccer ball while other players follow him
3537474810_cf676b3259,soccer player in blue striking ball whilst being pursued by player in green
3537474810_cf676b3259,soccer player in blue uniform attempts to make play with player in green closing in
3537474810_cf676b3259,man in blue shirt kicks soccer ball
3035118753_69287079dc,blonde boy and girl in pajamas with makeup
3035118753_69287079dc,girl with arm around boy covering face
3035118753_69287079dc,little girls puts arm around little boy
3035118753_69287079dc,young girl hugs little boy
3035118753_69287079dc,little boy sitting next to girl covering face with hand
2186087673_c7a73da7ce,boy laying head on lap of person who sitting at desk
2186087673_c7a73da7ce,boy leaning against somebody on booth seat looking under table
2186087673_c7a73da7ce,child leans on adult lap while peaking underneath table at booth
2186087673_c7a73da7ce,little boy lying down looking under table
2186087673_c7a73da7ce,view from under table of young boy laying in older person lap
224766705_b77996527f,caravan of green and red vehicles going up mountain
224766705_b77996527f,line of green and red dune buggys on gravel road near rocks and large pine trees
224766705_b77996527f,line of off road vehicles riding along trail
224766705_b77996527f,long line of offroad vehicles on mountain trail
224766705_b77996527f,several offroad vehicles driving down gravel road
272546805_536c719648,brown dog and black dog playing tug of war with toy
272546805_536c719648,large brown dog playing tugofwar with large black dog
272546805_536c719648,brown dog and black dog with green harnesses in sand
272546805_536c719648,two brown dogs with green harnesses play tug of war
272546805_536c719648,two dogs play with toy
2752329719_868545b7d2,couple enjoying view of water while sitting on patio
2752329719_868545b7d2,couple sit on patio overlooking ocean
2752329719_868545b7d2,couple sitting on chairs by stone wall overlooking ocean
2752329719_868545b7d2,two adults sitting in chairs overlooking ocean
2752329719_868545b7d2,two people sit on well kept stone path that overlooks large body of water
294709836_87126898fb,closeup of white bunny
294709836_87126898fb,closeup of white bunny with another white bunny and black horse in background
294709836_87126898fb,rabbit rests on grass another rabbit and fenced horse in background
294709836_87126898fb,two white bunnies outside on grass
294709836_87126898fb,two white rabbits sit on green grass
3030962048_f71948226c,elderly indian lady wearing orange headscarf and bangles
3030962048_f71948226c,elderly woman smiles for camera
3030962048_f71948226c,smiling old woman in india covered by safron shawl
3030962048_f71948226c,woman wearing orange scarf smiles and looks at camera
3030962048_f71948226c,old woman missing teeth stands with metal object in hand
3148811252_2fa9490a04,basketball player holds ball during game
3148811252_2fa9490a04,man with basketball in florida uniform
3148811252_2fa9490a04,basketball player in white holding orange basketball
3148811252_2fa9490a04,basketball player wearing florida jersey
3148811252_2fa9490a04,there florida college player dribbling ball
2444339090_bf7b3211f4,black and white dog running through some red and white poles
2444339090_bf7b3211f4,black and white dog runs through pole obstacles
2444339090_bf7b3211f4,white dog moving through red and white checkered poles
2444339090_bf7b3211f4,white dog with black patch goes through obstacle
2444339090_bf7b3211f4,white dog running through white posts on obstacle course
3689355450_fd559b816d,boy wearing plaid shorts jumping over big water fountain
3689355450_fd559b816d,man in plaid shorts jumping over fountain
3689355450_fd559b816d,man jumping over water fountain
3689355450_fd559b816d,man jumps near water fountain
3689355450_fd559b816d,person wearing flannel shorts jumping over fountain
2616284322_b13e7c344e,race dog leaps large stride as others follow behind
2616284322_b13e7c344e,dogs wearing numbered jerseys running at track
2616284322_b13e7c344e,dogs run race at track
2616284322_b13e7c344e,number four dog ahead of other dogs
2616284322_b13e7c344e,racing dog with jersey surges ahead of dog with jersey
2094543127_46d2f1fedf,girl holding crocodile mouth closed
2094543127_46d2f1fedf,girl posed over statue of dangerous animal
2094543127_46d2f1fedf,girl sits on what appears to be crocodile
2094543127_46d2f1fedf,girl sitting on top of crocodile
2094543127_46d2f1fedf,girl with red hair sitting on crocodile holding jaw
3004291289_c4892898ae,blonde haired girl in obama tshirt smiling at camera
3004291289_c4892898ae,girl with long hair wearing obama tshirt
3004291289_c4892898ae,woman wearing tshirt that says obama
3004291289_c4892898ae,young women wears obama tshirt
3004291289_c4892898ae,woman in obama tshirt smiling
3562169000_6aa7f1043d,blue race car almost crashing into wall of tires
3562169000_6aa7f1043d,blue race car on side of track
3562169000_6aa7f1043d,blue race car slides off of track with back tires
3562169000_6aa7f1043d,blue race car slides off racetrack and hits white median bumpers with rear
3562169000_6aa7f1043d,nascar driver trying to keep car on course
3312779887_7682db7827,person does handstand with snowboard on yellow ramp
3312779887_7682db7827,snowboarder doing handstand on ramp
3312779887_7682db7827,snowboarder hangs upside down from board during maneuver in front of crowd of people
3312779887_7682db7827,snowboarder performing stunt in front of crowd of spectators
3312779887_7682db7827,snowboarder does trick off of yellow pyramid
2832978253_8fcc72da3b,hiker climbing rocky hill with fog surrounding him
2832978253_8fcc72da3b,hiker walks on mountainside
2832978253_8fcc72da3b,hiker with backpack up on misty mountaintop
2832978253_8fcc72da3b,person in white and red shirt and green backpack hiking on mountain
2832978253_8fcc72da3b,person wearing red and white climbs foggy mountain
2198494923_8159551be4,girl falling down in snow as another looks on
2198494923_8159551be4,girl in purple shirt covered in snow sliding down snowy hill
2198494923_8159551be4,girl in motion on snowcovered ground
2198494923_8159551be4,young girl sliding down snowbank
2198494923_8159551be4,young girl plays in snow wearing gloves and no coat
2460126267_0deea8b645,boy standing on football field with colored ball
2460126267_0deea8b645,little boy in orange kicking soccer ball
2460126267_0deea8b645,little boy stands at football field and prepares to kick child play ball
2460126267_0deea8b645,orange shirted boy looks to side as he faces rainbow colored soccer ball on chalk striped field
2460126267_0deea8b645,young boy wearing orange uniform stands on field near colorful ball
3119696225_b289efaec8,bike rider performing stunt on cliffs near water
3119696225_b289efaec8,biker makes jump across from city beach
3119696225_b289efaec8,cyclist doing jump outdoors with urban seaside terrain in background
3119696225_b289efaec8,person on bike in midair
3119696225_b289efaec8,person riding bicycle and flying through air on it
2385871317_44cde2f354,brownhaired girl wearing yellow and pink shirt and carrying blue backpack walking next to blue wall
2385871317_44cde2f354,girl beside blue tarp wall wearing backpack and purse
2385871317_44cde2f354,girl on way to class lined by blue construction wall
2385871317_44cde2f354,girl wearing blue backpack walking beside blue plastic fence
2385871317_44cde2f354,young girl wearing yellow shirt with blue backpack walking next to fence covered with blue plastic cover
2396746868_0727e06983,boy going down small blue slide
2396746868_0727e06983,kid sliding down slide while another kid looks on
2396746868_0727e06983,little boy going down blue slide
2396746868_0727e06983,little boy watching another little boy ride on blue slide
2396746868_0727e06983,two little blonde boys play on slide in backyard
539493423_9d7d1b77fa,man holding three things on fire in front of child playground
539493423_9d7d1b77fa,man in park with three fire sticks in hand
539493423_9d7d1b77fa,man near playground holding three sticks on fire
539493423_9d7d1b77fa,man holding torch of fire
539493423_9d7d1b77fa,man holds three burning sticks while standing near playground
2874728371_ccd6db87f3,large brown dog and small black dog stand near each other on dirt patch surrounding by grass and weeds
2874728371_ccd6db87f3,large brown dog and small grey dog on rocky surface with weeds behind them
2874728371_ccd6db87f3,large brown dog has noce on back of small black dog
2874728371_ccd6db87f3,small black dog shocked when larger brown dog gives him sniff
2874728371_ccd6db87f3,brown dog sniffs back of smaller black dog
3520922312_e58a6cfd9c,couple walking down street
3520922312_e58a6cfd9c,man and woman walk in across courtyard with black messenger bags on shoulders
3520922312_e58a6cfd9c,man and woman walk handinhand surrounded by large trees
3520922312_e58a6cfd9c,young couple both wearing white shirts and blue jeans walking down wooden pier
3520922312_e58a6cfd9c,two people carrying bags walk together
1352398363_9cc8ffcce9,boy covered with marker
1352398363_9cc8ffcce9,dirty child plays in house
1352398363_9cc8ffcce9,small boy wearing diaper stands near door and covered in marker
1352398363_9cc8ffcce9,young boy covered in ink stands in front of white door
1352398363_9cc8ffcce9,young boy in pullup covered in marker ink
2911107495_e3cec16a24,man doing skate trick on metal railing
2911107495_e3cec16a24,inline skater going down handrail
2911107495_e3cec16a24,rollerblader grinds rail
2911107495_e3cec16a24,skateboarder at dusk
2911107495_e3cec16a24,boy skating on railing in parking lot
946051430_8db7e4ce09,girls in swimsuits jumping into water from behind
946051430_8db7e4ce09,group of five women and girls in bathing suits jumps into water with backs to camera
946051430_8db7e4ce09,five girls in swimsuits seen from back jumping into water
946051430_8db7e4ce09,girls in swimsuits holding hands and leaping into water
946051430_8db7e4ce09,five girls wearing swimsuits jump into water
3087095548_6df7c2a8ed,many people look over side of bridge
3087095548_6df7c2a8ed,many people standing on bridge over murky water
3087095548_6df7c2a8ed,many people stand on overpass looking over
3087095548_6df7c2a8ed,people watching as blue car hanging over bridge that crosses river
3087095548_6df7c2a8ed,several people leaning over side of bridge looking down into water
3665987581_5e6b0a65f2,brown and white corgi trailing leash chasing sheep
3665987581_5e6b0a65f2,dog chasing livestock on sand
3665987581_5e6b0a65f2,short brown and white dog chasing sheep
3665987581_5e6b0a65f2,small tan dog herding some sheep
3665987581_5e6b0a65f2,brown and white dog running on sand with livestock animals partially out of frame
311267421_e204e643cf,black and white and brown and white dog running in grassy field in front of stand of trees
311267421_e204e643cf,two dogs running in grassy field
311267421_e204e643cf,two dogs running through field of grass
311267421_e204e643cf,two dogs running through grassy area
311267421_e204e643cf,two dogs running through grassy field
3712742641_641282803e,black and white dog swimming in lake
3712742641_641282803e,black and white dog swimming in large green lake
3712742641_641282803e,dog swimming in pond
3712742641_641282803e,dog treads through dark green water
3712742641_641282803e,black and white dog swimming in river
3417662443_2eaea88977,bearded man wears roughly sewn hooded costume emblazoned with images of spiderman
3417662443_2eaea88977,grown man wears outfit made of spiderman bedspread
3417662443_2eaea88977,man wearing spiderman outfit with mask covering face also
3417662443_2eaea88977,person wearing spiderman print outfit looks up with hood on face
3417662443_2eaea88977,man wearing spiderman outfit
3571193625_835da90c5e,dog in water holds stick in mouth
3571193625_835da90c5e,german shepherd running with stick in mouth
3571193625_835da90c5e,large yellow dog retrieving stick
3571193625_835da90c5e,tan dog holding stick in mouth
3571193625_835da90c5e,yellow dog carrying stick by water
3029715635_43ab414dfb,black and white dog with blue toy in mouth runs on grassy surface just beyond fence
3029715635_43ab414dfb,black dog running pasts wire mesh fence with blue bone shaped toy in mouth
3029715635_43ab414dfb,black dog running with blue bone in mouth
3029715635_43ab414dfb,black dog running with blue toy in mouth
3029715635_43ab414dfb,dog running with blue bone in mouth
